date,store_id,sku,units,lag7,lag14,lag28,rolling7_mean,rolling7_std,rolling30_mean,rolling30_std,price,price_change,promo,day_of_week,month,is_holiday,is_snap
2025-05-22,CA_1,FOODS_1_001,14,18.0,19.0,10.0,14.571428571428571,5.061526214398926,16.333333333333332,4.908355531437031,17.691111111111113,0.0,False,3,5,False,False
2025-05-23,CA_1,FOODS_1_001,14,21.0,17.0,20.0,13.571428571428571,4.197504927816941,16.366666666666667,4.888292370434748,17.691111111111113,0.0,False,4,5,False,False
2025-05-24,CA_1,FOODS_1_001,24,21.0,21.0,23.0,14.0,5.1316014394468725,16.833333333333332,4.927637283262871,17.691111111111113,0.0,False,5,5,False,False
2025-05-25,CA_1,FOODS_1_001,22,11.0,22.0,18.0,15.571428571428571,5.711308748355979,16.9,4.985150362620071,17.691111111111113,0.0,False,6,5,False,False
2025-05-26,CA_1,FOODS_1_001,17,11.0,15.0,12.0,16.428571428571427,5.34967733784455,16.7,4.850524322884748,17.691111111111113,0.0,False,0,5,False,False
2025-05-27,CA_1,FOODS_1_001,14,16.0,13.0,19.0,16.142857142857142,5.429197958832447,16.566666666666666,4.868500677885821,17.691111111111113,0.0,False,1,5,False,False
2025-05-28,CA_1,FOODS_1_001,13,8.0,12.0,9.0,16.857142857142858,4.413183712037197,16.6,4.839492706386941,17.691111111111113,0.0,False,2,5,False,False
2025-05-29,CA_1,FOODS_1_001,11,14.0,18.0,14.0,16.428571428571427,4.859943170351641,16.333333333333332,4.922386114220546,17.691111111111113,0.0,False,3,5,False,False
2025-05-30,CA_1,FOODS_1_001,20,14.0,21.0,10.0,17.285714285714285,4.88924962594076,16.7,4.764451699828637,17.691111111111113,0.0,True,4,5,False,False
2025-05-31,CA_1,FOODS_1_001,27,24.0,21.0,26.0,17.714285714285715,5.648430038936649,17.133333333333333,5.090446314240128,17.691111111111113,0.0,True,5,5,False,False
2025-06-01,CA_1,FOODS_1_001,16,22.0,11.0,25.0,16.857142857142858,5.336308693862305,17.333333333333332,4.915375828991094,17.691111111111113,0.0,False,6,6,False,False
2025-06-02,CA_1,FOODS_1_001,16,17.0,11.0,20.0,16.714285714285715,5.345224838248482,17.0,4.638668060910409,17.691111111111113,0.0,False,0,6,False,False
2025-06-03,CA_1,FOODS_1_001,16,14.0,16.0,14.0,17.0,5.228129047119369,16.7,4.387678673049227,17.691111111111113,0.0,False,1,6,False,False
2025-06-04,CA_1,FOODS_1_001,15,13.0,8.0,18.0,17.285714285714285,5.0237531028201605,16.533333333333335,4.352829704546412,17.691111111111113,0.0,False,2,6,False,False
2025-06-05,CA_1,FOODS_1_001,14,11.0,14.0,19.0,17.714285714285715,4.498677054212182,16.533333333333335,4.352829704546412,17.691111111111113,0.0,False,3,6,False,False
2025-06-06,CA_1,FOODS_1_001,17,20.0,14.0,17.0,17.285714285714285,4.386125310350263,16.5,4.345032835874497,17.691111111111113,0.0,False,4,6,False,False
2025-06-07,CA_1,FOODS_1_001,25,27.0,24.0,21.0,17.0,3.6514837167011,16.7,4.594974766355988,17.691111111111113,0.0,False,5,6,False,False
2025-06-08,CA_1,FOODS_1_001,25,16.0,22.0,22.0,18.285714285714285,4.680252333449755,16.966666666666665,4.838661351878317,17.691111111111113,0.0,False,6,6,False,False
2025-06-09,CA_1,FOODS_1_001,17,16.0,17.0,15.0,18.428571428571427,4.6136443605586095,16.833333333333332,4.7784237289438165,17.691111111111113,0.0,False,0,6,False,False
2025-06-10,CA_1,FOODS_1_001,17,16.0,14.0,13.0,18.571428571428573,4.540820148282423,16.666666666666668,4.678146798815142,17.691111111111113,0.0,False,1,6,False,False
2025-06-11,CA_1,FOODS_1_001,17,15.0,13.0,12.0,18.857142857142858,4.336994790119513,16.733333333333334,4.667815950434038,17.691111111111113,0.0,False,2,6,False,False
2025-06-12,CA_1,FOODS_1_001,8,14.0,11.0,18.0,18.0,5.8022983951764004,16.566666666666666,4.889702997350538,17.691111111111113,0.0,False,3,6,False,False
2025-06-13,CA_1,FOODS_1_001,22,17.0,20.0,21.0,18.714285714285715,5.964178784328028,16.9,4.9084726186743515,17.691111111111113,0.0,False,4,6,False,False
2025-06-14,CA_1,FOODS_1_001,25,25.0,27.0,21.0,18.714285714285715,5.964178784328028,17.133333333333333,5.124204451850823,17.691111111111113,0.0,True,5,6,False,False
2025-06-15,CA_1,FOODS_1_001,17,25.0,16.0,11.0,17.571428571428573,5.287001130355555,17.0,5.071896877011052,17.691111111111113,0.0,False,6,6,False,False
2025-06-16,CA_1,FOODS_1_001,20,17.0,16.0,11.0,18.0,5.354126134736334,16.966666666666665,5.047931179741091,17.691111111111113,0.0,True,0,6,False,False
2025-06-17,CA_1,FOODS_1_001,14,17.0,16.0,16.0,17.571428571428573,5.563486402641865,17.066666666666666,4.9545056702744406,17.691111111111113,0.0,False,1,6,False,False
2025-06-18,CA_1,FOODS_1_001,14,17.0,15.0,8.0,17.142857142857142,5.727959829601091,17.166666666666668,4.857154930922883,17.691111111111113,0.0,False,2,6,False,False
2025-06-19,CA_1,FOODS_1_001,12,8.0,14.0,14.0,17.714285714285715,4.7858919654294185,17.033333333333335,4.944403547120885,17.691111111111113,0.0,False,3,6,False,False
2025-06-20,CA_1,FOODS_1_001,20,22.0,17.0,14.0,17.428571428571427,4.540820148282419,17.433333333333334,4.665968749125529,17.691111111111113,0.0,False,4,6,False,False
2025-06-21,CA_1,FOODS_1_001,20,25.0,25.0,24.0,16.714285714285715,3.4016802570830356,17.633333333333333,4.642259655883505,17.691111111111113,0.0,False,5,6,False,False
2025-06-22,CA_1,FOODS_1_001,26,17.0,25.0,22.0,18.0,4.898979485566352,18.033333333333335,4.831529588124188,17.691111111111113,0.0,False,6,6,False,False
2025-06-23,CA_1,FOODS_1_001,17,20.0,17.0,17.0,17.571428571428573,4.825527358301291,17.8,4.700696940256613,17.691111111111113,0.0,False,0,6,False,False
2025-06-24,CA_1,FOODS_1_001,14,14.0,17.0,14.0,17.571428571428573,4.825527358301291,17.533333333333335,4.681094282126871,17.691111111111113,0.0,False,1,6,False,False
2025-06-25,CA_1,FOODS_1_001,17,14.0,17.0,13.0,18.0,4.582575694955835,17.533333333333335,4.681094282126871,17.691111111111113,0.0,False,2,6,False,False
2025-06-26,CA_1,FOODS_1_001,13,12.0,8.0,11.0,18.142857142857142,4.375255094603869,17.5,4.710589684149296,17.691111111111113,0.0,False,3,6,False,False
2025-06-27,CA_1,FOODS_1_001,22,20.0,22.0,20.0,18.428571428571427,4.577377082170631,17.8,4.700696940256613,17.691111111111113,0.0,False,4,6,False,False
2025-06-28,CA_1,FOODS_1_001,29,20.0,25.0,27.0,19.714285714285715,6.102302453836194,18.4,4.945217125040419,17.691111111111113,0.0,False,5,6,False,False
2025-06-29,CA_1,FOODS_1_001,16,26.0,17.0,16.0,18.285714285714285,5.529143565818177,18.266666666666666,4.954505670274437,17.691111111111113,0.0,False,6,6,False,False
2025-06-30,CA_1,FOODS_1_001,21,17.0,20.0,16.0,18.857142857142858,5.580578567035601,18.066666666666666,4.704607670500621,17.691111111111113,0.0,False,0,6,False,False
2025-07-01,CA_1,FOODS_1_001,11,14.0,14.0,16.0,18.428571428571427,6.106202935189286,17.9,4.866139162090162,17.691111111111113,0.0,False,1,7,False,False
2025-07-02,CA_1,FOODS_1_001,18,17.0,14.0,15.0,18.571428571428573,6.078847008469691,17.966666666666665,4.852893437181949,17.691111111111113,0.0,False,2,7,False,False
2025-07-03,CA_1,FOODS_1_001,19,13.0,12.0,14.0,19.428571428571427,5.563486402641867,18.066666666666666,4.841867218431283,17.691111111111113,0.0,False,3,7,False,False
2025-07-04,CA_1,FOODS_1_001,22,22.0,20.0,17.0,19.428571428571427,5.563486402641867,18.3,4.857628199454738,17.691111111111113,0.0,False,4,7,True,False
2025-07-05,CA_1,FOODS_1_001,14,29.0,20.0,25.0,17.285714285714285,3.903600291794123,18.3,4.857628199454738,17.691111111111113,0.0,False,5,7,False,False
2025-07-06,CA_1,FOODS_1_001,27,16.0,26.0,25.0,18.857142857142858,5.273473599964618,18.633333333333333,5.102287068887174,17.691111111111113,0.0,False,6,7,False,False
2025-07-07,CA_1,FOODS_1_001,25,21.0,17.0,17.0,19.428571428571427,5.740416444159861,18.633333333333333,5.102287068887174,17.691111111111113,0.0,True,0,7,False,False
2025-07-08,CA_1,FOODS_1_001,14,11.0,14.0,17.0,19.857142857142858,5.080307452263476,18.266666666666666,5.023622359333487,17.691111111111113,0.0,True,1,7,False,False
2025-07-09,CA_1,FOODS_1_001,14,18.0,17.0,17.0,19.285714285714285,5.529143565818177,18.166666666666668,5.079256891978648,17.691111111111113,0.0,False,2,7,False,False
2025-07-10,CA_1,FOODS_1_001,10,19.0,13.0,8.0,18.0,6.557438524301995,17.933333333333334,5.291068162370481,17.691111111111113,0.0,False,3,7,False,False
2025-07-11,CA_1,FOODS_1_001,20,22.0,22.0,22.0,17.714285714285715,6.395683067879601,18.033333333333335,5.301160141947673,17.691111111111113,0.0,False,4,7,False,False
2025-07-12,CA_1,FOODS_1_001,31,14.0,29.0,25.0,20.142857142857142,7.819389819088006,18.8,5.460832322565155,17.691111111111113,0.0,False,5,7,False,False
2025-07-13,CA_1,FOODS_1_001,26,27.0,16.0,17.0,20.0,7.681145747868608,18.933333333333334,5.588987529883685,17.691111111111113,0.0,False,6,7,False,False
2025-07-14,CA_1,FOODS_1_001,29,25.0,21.0,20.0,20.571428571428573,8.243323416704028,19.066666666666666,5.7830509388141715,17.691111111111113,0.0,False,0,7,False,False
2025-07-15,CA_1,FOODS_1_001,16,14.0,11.0,14.0,20.857142857142858,8.008923594519874,19.033333333333335,5.798235958451931,17.691111111111113,0.0,False,1,7,False,False
2025-07-16,CA_1,FOODS_1_001,10,14.0,18.0,14.0,20.285714285714285,8.693182879212227,18.7,6.0238033580580685,17.691111111111113,0.0,False,2,7,False,False
2025-07-17,CA_1,FOODS_1_001,14,10.0,19.0,12.0,20.857142857142858,8.008923594519874,18.7,6.0238033580580685,17.691111111111113,0.0,False,3,7,False,False
2025-07-18,CA_1,FOODS_1_001,10,20.0,22.0,20.0,19.428571428571427,9.015859043136947,18.566666666666666,6.1738231229946114,17.691111111111113,0.0,False,4,7,False,False
2025-07-19,CA_1,FOODS_1_001,22,31.0,14.0,20.0,18.142857142857142,7.625146368618577,18.9,6.076239762811566,17.691111111111113,0.0,False,5,7,False,False
2025-07-20,CA_1,FOODS_1_001,30,26.0,27.0,26.0,18.714285714285715,8.420496535523416,19.233333333333334,6.404111466718928,17.691111111111113,0.0,False,6,7,False,False
2025-07-21,CA_1,FOODS_1_001,19,29.0,25.0,17.0,17.285714285714285,7.134757312253993,19.2,6.4025856845711795,17.691111111111113,0.0,False,0,7,False,False
2025-07-22,CA_1,FOODS_1_001,16,16.0,14.0,14.0,17.285714285714285,7.134757312253993,18.866666666666667,6.295774901407716,17.691111111111113,0.0,False,1,7,False,False
2025-07-23,CA_1,FOODS_1_001,20,10.0,14.0,17.0,18.714285714285715,6.395683067879602,18.966666666666665,6.28892476601872,17.691111111111113,0.0,False,2,7,False,False
2025-07-24,CA_1,FOODS_1_001,13,14.0,10.0,13.0,18.571428571428573,6.528326555791121,18.933333333333334,6.3187369609447375,17.691111111111113,0.0,False,3,7,False,False
2025-07-25,CA_1,FOODS_1_001,24,10.0,20.0,22.0,20.571428571428573,5.5334480768366845,19.166666666666668,6.373887101416932,17.691111111111113,0.0,False,4,7,False,False
2025-07-26,CA_1,FOODS_1_001,25,22.0,31.0,29.0,21.0,5.773502691896257,19.566666666666666,6.350038464902953,17.691111111111113,0.0,False,5,7,False,False
2025-07-27,CA_1,FOODS_1_001,25,30.0,26.0,16.0,20.285714285714285,4.680252333449755,19.666666666666668,6.412989691369317,17.691111111111113,0.0,True,6,7,False,False
2025-07-28,CA_1,FOODS_1_001,13,19.0,29.0,21.0,19.428571428571427,5.442338432975991,19.133333333333333,6.273828140794887,17.691111111111113,0.0,False,0,7,False,False
2025-07-29,CA_1,FOODS_1_001,14,16.0,16.0,11.0,19.142857142857142,5.6987885095158965,19.066666666666666,6.3187369609447375,17.691111111111113,0.0,False,1,7,False,False
2025-07-30,CA_1,FOODS_1_001,11,20.0,10.0,18.0,17.857142857142858,6.4402011207873295,18.733333333333334,6.47506268553511,17.691111111111113,0.0,False,2,7,False,False
2025-07-31,CA_1,FOODS_1_001,14,13.0,14.0,19.0,18.0,6.324555320336751,18.833333333333332,6.3738871014169325,17.691111111111113,0.0,False,3,7,False,False
2025-08-01,CA_1,FOODS_1_001,21,24.0,10.0,22.0,17.571428571428573,5.940177967511931,18.933333333333334,6.38388776440389,17.691111111111113,0.0,False,4,8,False,False
2025-08-02,CA_1,FOODS_1_001,19,25.0,22.0,14.0,16.714285714285715,5.056820005836517,18.933333333333334,6.38388776440389,17.691111111111113,0.0,False,5,8,False,False
2025-08-03,CA_1,FOODS_1_001,33,25.0,30.0,27.0,17.857142857142858,7.537209285241038,19.3,6.863948798137135,17.691111111111113,0.0,True,6,8,False,False
2025-08-04,CA_1,FOODS_1_001,19,13.0,19.0,25.0,18.714285714285715,7.2275926308899825,19.466666666666665,6.791136887877095,17.691111111111113,0.0,False,0,8,False,False
2025-08-05,CA_1,FOODS_1_001,16,14.0,16.0,14.0,19.0,7.047458170621989,19.1,6.666178143020384,17.691111111111113,0.0,False,1,8,False,False
2025-08-06,CA_1,FOODS_1_001,17,11.0,20.0,14.0,19.857142857142858,6.22972903178973,18.833333333333332,6.581496178987187,17.691111111111113,0.0,False,2,8,False,False
2025-08-07,CA_1,FOODS_1_001,12,14.0,13.0,10.0,19.571428571428573,6.579187965525402,18.766666666666666,6.6419945764825,17.691111111111113,0.0,False,3,8,False,False
2025-08-08,CA_1,FOODS_1_001,20,21.0,24.0,20.0,19.428571428571427,6.553806600166116,18.966666666666665,6.583591585215435,17.691111111111113,0.0,False,4,8,False,False
2025-08-09,CA_1,FOODS_1_001,21,19.0,25.0,31.0,19.714285714285715,6.575568054403759,19.333333333333332,6.3698283056671245,17.691111111111113,0.0,False,5,8,False,False
2025-08-10,CA_1,FOODS_1_001,31,33.0,25.0,26.0,19.428571428571427,5.912053869204927,19.7,6.716680214469661,17.691111111111113,0.0,False,6,8,False,False
2025-08-11,CA_1,FOODS_1_001,14,19.0,13.0,29.0,18.714285714285715,6.264031867582987,19.133333333333333,6.441960150040716,17.691111111111113,0.0,False,0,8,False,False
2025-08-12,CA_1,FOODS_1_001,16,16.0,14.0,16.0,18.714285714285715,6.264031867582987,18.8,6.332183803723474,17.691111111111113,0.0,True,1,8,False,False
2025-08-13,CA_1,FOODS_1_001,16,17.0,11.0,10.0,18.571428571428573,6.3207895829857295,18.366666666666667,6.048558296922031,17.691111111111113,0.0,False,2,8,False,False
2025-08-14,CA_1,FOODS_1_001,15,12.0,14.0,14.0,19.0,5.887840577551897,18.333333333333332,6.064784348631225,17.691111111111113,0.0,False,3,8,False,False
2025-08-15,CA_1,FOODS_1_001,17,20.0,21.0,10.0,18.571428571428573,5.912053869204924,18.566666666666666,5.86446536548631,17.691111111111113,0.0,False,4,8,False,False
2025-08-16,CA_1,FOODS_1_001,21,21.0,19.0,22.0,18.571428571428573,5.912053869204924,18.8,5.8155558337249555,17.691111111111113,0.0,False,5,8,False,False
2025-08-17,CA_1,FOODS_1_001,21,31.0,33.0,30.0,17.142857142857142,2.794552524023066,19.166666666666668,5.583740763998645,17.691111111111113,0.0,False,6,8,False,False
2025-08-18,CA_1,FOODS_1_001,20,14.0,19.0,19.0,18.0,2.5819888974715983,19.1,5.560637522368489,17.691111111111113,0.0,False,0,8,False,False
2025-08-19,CA_1,FOODS_1_001,16,16.0,16.0,16.0,18.0,2.5819888974715983,18.633333333333333,5.189401223404413,17.691111111111113,0.0,False,1,8,False,False
2025-08-20,CA_1,FOODS_1_001,18,16.0,17.0,20.0,18.285714285714285,2.4299715851758132,18.6,5.190176397241497,17.691111111111113,0.0,False,2,8,False,False
2025-08-21,CA_1,FOODS_1_001,16,15.0,12.0,13.0,18.428571428571427,2.2253945610567376,18.6,5.190176397241497,17.691111111111113,0.0,False,3,8,False,False
2025-08-22,CA_1,FOODS_1_001,11,17.0,20.0,24.0,17.571428571428573,3.598941643369736,18.3,5.3636708994159354,17.691111111111113,0.0,False,4,8,False,False
2025-08-23,CA_1,FOODS_1_001,27,21.0,21.0,25.0,18.428571428571427,4.995235825502226,18.766666666666666,5.494092961651115,17.691111111111113,0.0,False,5,8,False,False
2025-08-24,CA_1,FOODS_1_001,34,21.0,31.0,25.0,20.285714285714285,7.7613204571190915,19.1,6.093241026489639,17.691111111111113,0.0,True,6,8,False,False
2025-08-25,CA_1,FOODS_1_001,23,20.0,14.0,13.0,20.714285714285715,7.825477316949768,19.033333333333335,6.037145553718377,17.691111111111113,0.0,False,0,8,False,False
2025-08-26,CA_1,FOODS_1_001,18,16.0,16.0,14.0,21.0,7.659416862050712,18.8,5.932958789676527,17.691111111111113,0.0,False,1,8,False,False
2025-08-27,CA_1,FOODS_1_001,12,18.0,16.0,11.0,20.142857142857142,8.355209381548967,18.766666666666666,5.969366242184616,17.691111111111113,0.0,False,2,8,False,False
2025-08-28,CA_1,FOODS_1_001,16,16.0,15.0,14.0,20.142857142857142,8.355209381548967,18.833333333333332,5.92530129211155,17.691111111111113,0.0,False,3,8,False,False
2025-08-29,CA_1,FOODS_1_001,23,11.0,17.0,21.0,21.857142857142858,7.335497516155532,19.233333333333334,5.781560064689214,17.691111111111113,0.0,False,4,8,False,False
2025-08-30,CA_1,FOODS_1_001,24,27.0,21.0,19.0,21.428571428571427,7.067699834626616,19.566666666666666,5.757653576991553,17.691111111111113,0.0,False,5,8,False,False
2025-08-31,CA_1,FOODS_1_001,25,34.0,21.0,33.0,20.142857142857142,4.879500364742672,19.7,5.837748739439506,17.691111111111113,0.0,False,6,8,False,False
2025-09-01,CA_1,FOODS_1_001,24,23.0,20.0,19.0,20.285714285714285,4.990467102863416,19.866666666666667,5.888231004963718,17.691111111111113,0.0,False,0,9,False,False
2025-09-02,CA_1,FOODS_1_001,13,18.0,16.0,16.0,19.571428571428573,5.682051943243243,19.2,5.467143236866375,17.691111111111113,0.0,False,1,9,False,False
2025-09-03,CA_1,FOODS_1_001,12,12.0,18.0,17.0,19.571428571428573,5.682051943243243,18.966666666666665,5.623125485873938,17.691111111111113,0.0,False,2,9,False,False
2025-09-04,CA_1,FOODS_1_001,16,16.0,16.0,12.0,19.571428571428573,5.682051943243243,18.966666666666665,5.623125485873938,17.691111111111113,0.0,False,3,9,False,False
2025-09-05,CA_1,FOODS_1_001,22,23.0,11.0,20.0,19.428571428571427,5.593363414414828,19.133333333333333,5.63690630077156,17.691111111111113,0.0,False,4,9,False,False
2025-09-06,CA_1,FOODS_1_001,31,24.0,27.0,21.0,20.428571428571427,6.996597812678748,19.766666666666666,5.870342369932935,17.691111111111113,0.0,False,5,9,False,False
2025-09-07,CA_1,FOODS_1_001,27,25.0,34.0,31.0,20.714285714285715,7.250615737399733,20.0,6.017216678143149,17.691111111111113,0.0,False,6,9,False,False
2025-09-08,CA_1,FOODS_1_001,16,24.0,23.0,14.0,19.571428571428573,7.276838664721171,19.833333333333332,6.057673010228475,17.691111111111113,0.0,False,0,9,False,False
2025-09-09,CA_1,FOODS_1_001,18,13.0,18.0,16.0,20.285714285714285,6.750661343263241,19.4,5.684825536400417,17.691111111111113,0.0,False,1,9,False,False
2025-09-10,CA_1,FOODS_1_001,12,12.0,12.0,16.0,20.285714285714285,6.750661343263241,19.333333333333332,5.761545131199662,17.691111111111113,0.0,False,2,9,False,False
2025-09-11,CA_1,FOODS_1_001,14,16.0,16.0,15.0,20.0,7.000000000000005,19.266666666666666,5.812788121644069,17.691111111111113,0.0,False,3,9,False,False
2025-09-12,CA_1,FOODS_1_001,22,22.0,23.0,17.0,20.0,7.000000000000005,19.466666666666665,5.799722545880566,17.691111111111113,0.0,False,4,9,False,False
2025-09-13,CA_1,FOODS_1_001,24,31.0,24.0,21.0,19.0,5.507570547286104,19.766666666666666,5.7934763153129305,17.691111111111113,0.0,False,5,9,False,False
2025-09-14,CA_1,FOODS_1_001,36,27.0,25.0,21.0,20.285714285714285,8.118174789000419,20.4,6.478612026746422,17.691111111111113,0.0,False,6,9,False,False
2025-09-15,CA_1,FOODS_1_001,11,16.0,24.0,20.0,19.571428571428573,8.753230696094311,20.066666666666666,6.700145821024229,17.691111111111113,0.0,False,0,9,False,False
2025-09-16,CA_1,FOODS_1_001,15,18.0,13.0,16.0,19.142857142857142,8.914941978285137,19.866666666666667,6.760602571253299,17.691111111111113,0.0,False,1,9,False,False
2025-09-17,CA_1,FOODS_1_001,13,12.0,12.0,18.0,19.285714285714285,8.788520651286841,19.633333333333333,6.875660887774942,17.691111111111113,0.0,False,2,9,False,False
2025-09-18,CA_1,FOODS_1_001,12,14.0,16.0,16.0,19.0,9.01849950564579,19.5,6.986440068274125,17.691111111111113,0.0,False,3,9,False,False
2025-09-19,CA_1,FOODS_1_001,18,22.0,22.0,11.0,18.428571428571427,8.92295061171178,19.5,6.986440068274125,17.691111111111113,0.0,False,4,9,False,False
2025-09-20,CA_1,FOODS_1_001,19,24.0,31.0,27.0,17.714285714285715,8.596787882968956,19.6,6.956019472122809,17.691111111111113,0.0,False,5,9,False,False
2025-09-21,CA_1,FOODS_1_001,28,36.0,27.0,34.0,16.571428571428573,5.85540043769119,20.166666666666668,6.9236393326916845,17.691111111111113,0.0,False,6,9,False,False
2025-09-22,CA_1,FOODS_1_001,16,11.0,16.0,23.0,17.285714285714285,5.345224838248482,19.8,6.840044363639148,17.691111111111113,0.0,False,0,9,False,False
2025-09-23,CA_1,FOODS_1_001,17,15.0,18.0,18.0,17.571428571428573,5.255382728122433,19.233333333333334,6.306446255048564,17.691111111111113,0.0,False,1,9,False,False
