id,item_id,dept_id,cat_id,store_id,state_id,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60,d_61,d_62,d_63,d_64,d_65,d_66,d_67,d_68,d_69,d_70,d_71,d_72,d_73,d_74,d_75,d_76,d_77,d_78,d_79,d_80,d_81,d_82,d_83,d_84,d_85,d_86,d_87,d_88,d_89,d_90,d_91,d_92,d_93,d_94,d_95,d_96,d_97,d_98,d_99,d_100,d_101,d_102,d_103,d_104,d_105,d_106,d_107,d_108,d_109,d_110,d_111,d_112,d_113,d_114,d_115,d_116,d_117,d_118,d_119,d_120,d_121,d_122,d_123,d_124,d_125,d_126,d_127,d_128,d_129,d_130,d_131,d_132,d_133,d_134,d_135,d_136,d_137,d_138,d_139,d_140,d_141,d_142,d_143,d_144,d_145,d_146,d_147,d_148,d_149,d_150,d_151,d_152,d_153,d_154,d_155,d_156,d_157,d_158,d_159,d_160,d_161,d_162,d_163,d_164,d_165,d_166,d_167,d_168,d_169,d_170,d_171,d_172,d_173,d_174,d_175,d_176,d_177,d_178,d_179,d_180,d_181,d_182,d_183,d_184,d_185,d_186,d_187,d_188,d_189,d_190,d_191,d_192,d_193,d_194,d_195,d_196,d_197,d_198,d_199,d_200,d_201,d_202,d_203,d_204,d_205,d_206,d_207,d_208,d_209,d_210,d_211,d_212,d_213,d_214,d_215,d_216,d_217,d_218,d_219,d_220,d_221,d_222,d_223,d_224,d_225,d_226,d_227,d_228,d_229,d_230,d_231,d_232,d_233,d_234,d_235,d_236,d_237,d_238,d_239,d_240,d_241,d_242,d_243,d_244,d_245,d_246,d_247,d_248,d_249,d_250,d_251,d_252,d_253,d_254,d_255,d_256,d_257,d_258,d_259,d_260,d_261,d_262,d_263,d_264,d_265,d_266,d_267,d_268,d_269,d_270,d_271,d_272,d_273,d_274,d_275,d_276,d_277,d_278,d_279,d_280,d_281,d_282,d_283,d_284,d_285,d_286,d_287,d_288,d_289,d_290,d_291,d_292,d_293,d_294,d_295,d_296,d_297,d_298,d_299,d_300,d_301,d_302,d_303,d_304,d_305,d_306,d_307,d_308,d_309,d_310,d_311,d_312,d_313,d_314,d_315,d_316,d_317,d_318,d_319,d_320,d_321,d_322,d_323,d_324,d_325,d_326,d_327,d_328,d_329,d_330,d_331,d_332,d_333,d_334,d_335,d_336,d_337,d_338,d_339,d_340,d_341,d_342,d_343,d_344,d_345,d_346,d_347,d_348,d_349,d_350,d_351,d_352,d_353,d_354,d_355,d_356,d_357,d_358,d_359,d_360,d_361,d_362,d_363,d_364,d_365
HOBBIES_2_001_CA_1_validation,HOBBIES_2_001,HOBBIES_2,HOBBIES,CA_1,CA,26,22,40,63,43,39,27,32,36,45,34,52,40,33,35,24,40,62,57,40,27,24,30,41,50,40,40,34,33,33,38,46,58,31,30,39,26,40,48,31,36,26,33,36,23,48,53,21,43,34,36,36,48,47,54,43,33,31,47,78,53,38,32,34,27,46,38,47,44,37,29,29,51,40,38,31,34,24,36,34,56,44,38,23,39,25,33,80,56,46,38,30,23,40,44,41,26,36,44,35,42,55,20,36,25,34,30,36,57,52,52,40,35,25,34,62,50,42,43,23,41,52,33,77,43,32,38,26,49,47,74,41,41,29,37,44,41,50,56,43,32,20,37,41,33,47,37,47,26,45,41,47,39,34,35,39,53,49,53,48,45,30,38,49,46,63,43,24,33,33,40,73,68,38,34,35,32,41,15,74,42,36,38,33,42,47,35,31,29,41,39,38,28,55,39,35,43,35,38,45,53,35,38,44,25,48,71,55,49,36,38,37,42,85,63,55,47,39,44,50,52,57,35,22,31,35,58,51,69,33,32,48,35,47,65,43,41,40,47,23,66,60,45,33,42,27,31,46,77,70,39,38,26,21,37,77,67,48,28,33,30,48,60,47,48,42,33,38,61,82,65,49,39,46,28,59,60,77,51,40,37,40,55,59,61,54,30,45,40,63,55,60,48,48,42,28,54,91,68,62,50,50,39,56,69,61,53,37,55,30,60,84,59,36,52,41,44,51,89,35,51,54,41,40,47,67,41,40,36,46,33,46,62,53,50,46,47,43,58,63,57,39,35,42,33,68,67,81,54,36,40,25,55,58,49,63,52,49,45,40,63,59,32,39,37
HOBBIES_2_002_CA_1_validation,HOBBIES_2_002,HOBBIES_2,HOBBIES,CA_1,CA,23,15,39,37,32,31,18,19,22,36,42,37,27,26,24,17,30,30,36,24,37,23,15,29,42,48,24,17,27,16,27,36,35,31,21,22,22,31,40,39,32,27,26,15,31,43,42,24,22,21,25,37,36,43,29,24,23,26,33,58,30,31,23,20,22,32,63,36,22,27,14,22,31,47,45,26,25,20,18,34,30,34,23,29,33,17,20,40,38,30,24,24,25,39,25,35,30,21,33,20,32,46,34,18,24,30,22,27,49,36,26,27,29,35,38,51,35,23,27,26,18,32,45,42,33,28,23,21,25,57,39,29,22,41,19,30,46,44,36,37,28,19,32,45,56,22,34,27,28,33,36,46,35,33,26,21,23,50,44,25,25,24,17,28,34,37,26,19,37,31,29,46,44,39,23,32,22,25,50,52,48,21,30,23,40,31,31,27,29,23,29,42,50,55,34,21,34,22,42,59,45,22,23,34,25,36,52,48,34,28,26,30,39,43,51,31,24,23,21,34,57,35,34,25,26,18,34,44,47,34,22,34,27,38,46,38,34,32,18,23,34,49,53,28,27,25,22,34,54,34,36,20,25,25,49,44,24,20,30,32,29,38,58,39,40,20,23,17,35,47,45,34,25,28,19,48,45,40,45,23,22,21,37,52,51,52,17,33,24,33,42,37,46,36,29,35,26,35,25,30,32,30,28,27,57,48,40,19,31,21,35,54,46,29,31,20,34,37,60,41,31,27,35,24,44,46,28,31,24,30,21,46,49,45,40,38,30,24,25,43,41,36,30,35,25,39,62,50,35,28,27,24,35,58,45,26,44,33,21,36,52,64,28,39,40
HOBBIES_2_003_CA_1_validation,HOBBIES_2_003,HOBBIES_2,HOBBIES,CA_1,CA,36,48,40,58,33,52,31,43,40,68,67,51,46,32,38,32,46,49,58,49,25,31,35,25,81,48,35,37,37,29,56,65,46,38,27,27,37,39,83,57,31,30,45,34,57,56,50,53,32,41,33,57,84,52,39,45,29,46,63,49,39,34,30,44,46,56,59,62,37,49,41,41,42,60,67,58,35,44,31,70,58,66,46,62,40,32,56,71,57,35,36,45,23,47,77,58,66,26,31,19,71,52,36,40,30,34,37,59,62,60,41,29,25,34,52,59,38,48,56,39,33,51,51,46,51,50,39,22,55,93,58,45,35,44,32,63,58,66,47,56,44,48,53,64,61,40,47,35,39,62,89,64,56,50,38,55,47,69,81,62,43,49,37,48,51,72,57,39,43,60,66,56,76,40,18,41,51,69,74,57,54,42,37,48,48,85,57,70,30,34,38,33,34,39,47,42,45,38,58,64,74,56,42,47,38,38,83,53,59,48,42,25,73,66,74,49,43,45,41,53,70,72,56,46,49,37,81,93,77,31,52,40,33,52,59,74,68,54,68,28,51,59,84,49,48,50,29,50,88,60,34,38,42,43,57,64,81,51,49,39,55,53,75,83,56,50,27,48,59,82,71,47,56,47,31,74,53,82,69,37,44,41,57,103,54,50,63,42,35,62,88,64,60,35,33,39,66,87,54,62,50,38,32,62,96,71,44,30,60,53,64,99,74,49,55,39,35,70,90,53,41,45,40,48,61,96,76,48,31,49,29,53,67,65,41,43,58,55,80,78,77,69,35,55,56,51,101,103,65,57,37,55,49,85,80,19,55,73,26,62,48,61,35,53,56
HOBBIES_2_004_CA_1_validation,HOBBIES_2_004,HOBBIES_2,HOBBIES,CA_1,CA,6,4,8,8,12,5,3,5,5,9,7,6,8,4,5,5,8,8,7,7,5,4,7,8,13,10,5,6,4,3,7,12,9,5,5,5,3,9,9,6,5,8,5,7,10,12,8,3,7,8,5,4,8,9,5,3,6,4,11,10,10,7,6,4,4,9,10,8,8,7,8,6,6,10,10,9,4,6,4,7,12,11,6,6,5,9,8,8,12,9,9,9,6,7,10,9,7,8,6,7,9,8,6,5,6,6,5,9,9,10,7,9,5,8,7,7,9,12,8,7,7,7,11,10,10,6,6,4,8,11,7,8,7,8,7,8,8,8,10,7,9,7,10,13,7,8,5,6,7,7,12,7,9,6,5,4,7,7,9,9,7,5,6,9,15,12,8,8,6,6,11,7,12,8,6,6,6,8,10,9,5,6,6,6,12,10,8,7,7,7,7,10,13,10,11,6,7,8,10,6,10,9,5,8,7,11,10,13,8,10,11,8,10,17,12,6,7,8,7,7,9,10,9,8,7,5,12,9,14,9,9,6,6,9,10,11,11,5,6,5,9,11,13,8,8,7,7,10,11,15,13,8,7,7,7,12,9,9,6,6,4,7,13,9,10,6,8,6,10,8,10,7,9,8,5,9,10,13,11,5,8,5,9,12,15,7,9,5,5,9,12,5,11,4,7,9,14,11,8,11,9,6,6,8,11,12,8,7,8,5,9,8,12,5,9,5,4,9,17,13,5,6,7,10,8,10,15,9,10,6,7,12,12,14,10,6,7,8,11,13,7,6,5,7,6,7,15,9,6,8,9,10,11,17,9,13,5,7,8,7,10,9,8,11,8
HOBBIES_2_005_CA_1_validation,HOBBIES_2_005,HOBBIES_2,HOBBIES,CA_1,CA,51,38,53,94,70,46,31,45,46,47,73,59,47,22,40,47,47,70,55,53,43,34,50,65,61,71,55,51,28,48,49,65,100,53,42,24,51,40,56,61,65,53,42,43,49,73,67,61,55,48,38,65,70,52,47,47,51,39,43,73,69,53,55,53,36,50,57,77,67,44,42,54,63,80,52,59,38,34,39,51,70,49,63,58,27,50,49,87,68,53,46,56,32,66,91,79,78,43,54,42,73,75,64,68,43,33,38,67,97,72,68,35,42,41,58,77,80,49,50,46,35,59,74,69,55,50,42,55,46,66,112,43,36,54,25,58,111,50,33,35,56,54,55,89,93,76,48,25,37,56,74,70,69,63,46,55,66,80,87,57,72,34,40,61,86,93,56,36,56,52,38,80,50,49,42,56,47,47,95,53,61,43,45,51,70,103,74,61,47,51,50,62,52,81,62,45,37,60,70,78,59,49,66,51,41,71,69,99,75,48,44,22,45,60,79,55,39,47,52,72,51,75,43,63,58,39,55,76,42,64,51,61,37,58,59,62,46,65,44,49,61,63,76,68,41,60,40,60,94,69,61,51,53,25,42,96,96,50,52,55,56,40,71,75,70,83,50,35,73,110,82,50,66,60,39,73,104,100,61,52,66,38,75,63,99,59,71,58,38,89,115,96,53,53,55,43,93,91,37,67,53,53,47,81,109,87,59,57,54,43,78,98,109,80,50,63,41,80,81,66,68,27,35,50,72,84,57,54,63,61,51,88,98,72,61,42,54,64,82,117,80,83,56,72,52,82,119,82,68,74,54,38,104,84,88,81,52,45,55,46,87,90,63,41,74
HOBBIES_2_006_CA_1_validation,HOBBIES_2_006,HOBBIES_2,HOBBIES,CA_1,CA,36,28,45,81,52,49,55,22,31,46,38,50,34,44,23,46,53,47,66,47,38,31,38,48,51,40,35,34,45,40,43,55,67,45,41,31,33,47,59,65,50,32,33,30,61,89,51,42,46,32,41,48,40,42,41,49,30,31,50,41,61,30,44,31,29,51,72,62,46,42,41,39,45,71,49,55,47,55,39,58,43,70,56,53,39,33,39,51,59,29,34,39,37,40,48,46,43,59,47,38,56,77,68,43,34,38,44,48,50,39,45,33,36,48,50,55,64,64,41,21,42,55,67,58,39,55,25,35,48,77,76,45,44,42,46,63,59,67,51,42,43,38,54,48,50,55,32,44,37,64,76,57,46,26,40,28,51,59,52,60,32,33,33,48,56,59,51,50,46,24,58,74,55,65,54,40,34,72,69,65,50,65,40,39,45,64,51,41,28,49,41,57,69,66,66,38,45,42,67,76,71,37,38,32,20,60,67,71,51,47,54,40,63,67,77,38,29,61,55,34,71,68,58,62,34,32,56,58,30,49,54,43,46,62,57,68,36,41,44,41,42,57,71,60,45,42,49,48,98,49,63,52,66,32,30,92,48,59,58,48,44,62,86,77,40,65,45,46,66,91,83,54,48,49,52,45,84,57,73,51,41,46,59,73,44,42,47,30,38,53,64,81,44,49,42,42,79,79,76,46,55,51,48,45,67,91,47,64,41,45,58,64,59,47,51,55,44,60,96,72,49,39,59,41,54,67,89,49,60,45,33,57,77,71,54,47,40,45,68,55,92,14,51,52,39,35,77,76,43,42,57,46,43,86,60,48,53,49,41,56,75,62,69,35,46
HOBBIES_2_007_CA_1_validation,HOBBIES_2_007,HOBBIES_2,HOBBIES,CA_1,CA,28,16,24,26,30,21,33,20,25,31,39,32,32,26,24,20,28,44,38,29,21,33,20,31,38,51,27,23,25,19,32,59,39,30,22,33,32,37,46,36,31,21,19,16,34,29,34,28,31,22,28,38,32,46,27,23,23,23,29,34,32,30,25,27,24,33,46,49,38,34,29,33,35,44,56,13,25,32,28,50,43,35,28,29,34,32,33,44,34,27,33,34,21,35,40,46,28,16,31,23,32,46,42,33,18,29,15,39,53,29,33,33,24,28,15,53,40,29,33,35,27,45,30,46,30,23,16,28,40,56,50,26,35,34,24,35,36,53,22,31,23,19,21,42,31,32,39,28,35,28,33,33,31,44,18,29,30,43,31,38,28,33,26,21,55,25,20,24,22,33,34,57,37,34,32,31,23,33,43,28,32,27,31,26,46,47,38,33,34,18,22,31,50,48,34,15,19,25,33,47,39,43,16,30,31,42,54,52,29,23,17,25,31,58,41,27,23,40,27,31,49,61,31,35,36,17,32,58,38,37,26,26,24,42,50,45,51,42,17,25,56,43,64,31,29,34,27,42,64,52,35,42,35,23,53,55,43,20,22,40,38,39,31,35,23,21,42,40,30,49,34,35,42,36,33,37,62,52,38,31,32,30,35,42,37,29,31,28,25,34,53,59,36,32,25,27,49,61,56,43,35,33,30,36,51,49,41,33,44,22,46,50,47,30,39,35,34,41,48,47,40,19,36,44,44,49,46,42,31,37,28,55,69,45,36,33,31,24,32,65,59,45,33,44,29,48,38,46,36,33,23,34,50,45,37,32,37,28,29,32,74,50,46,37,32
HOBBIES_2_008_CA_1_validation,HOBBIES_2_008,HOBBIES_2,HOBBIES,CA_1,CA,7,7,10,14,9,7,9,7,7,10,15,12,9,10,10,10,8,19,9,12,7,7,7,8,13,10,6,8,10,7,12,10,8,10,11,8,8,13,12,11,10,9,5,7,10,11,12,7,5,8,8,9,10,10,10,11,9,9,8,13,14,6,7,9,8,8,9,15,5,9,7,9,8,20,13,10,7,8,7,14,14,14,10,9,5,11,8,13,16,13,10,7,8,11,14,9,12,9,7,7,11,9,15,10,11,8,6,8,12,12,8,9,7,8,9,15,12,12,10,8,7,7,18,11,10,9,8,10,8,19,14,9,8,4,6,10,14,16,14,9,9,7,7,12,12,12,10,9,7,6,8,8,9,11,10,9,10,17,11,12,6,6,11,11,12,16,13,8,9,8,5,10,16,8,10,9,10,8,16,13,8,8,9,9,11,15,12,9,8,8,9,13,11,11,9,9,6,7,8,16,13,9,7,8,7,15,18,12,11,11,7,6,7,19,13,11,8,6,6,8,17,18,11,6,10,11,14,15,13,10,12,10,8,11,14,11,14,8,10,7,11,15,16,10,7,9,7,16,14,12,15,11,7,7,13,15,17,9,11,5,8,10,14,14,13,7,5,7,15,10,13,13,10,11,5,11,20,11,13,9,10,11,13,14,16,10,10,7,9,15,15,18,18,10,11,10,13,18,14,10,7,9,11,10,17,14,10,6,12,10,19,20,19,7,6,10,7,11,24,19,9,5,8,8,12,12,19,10,12,10,11,12,13,13,10,15,10,9,15,16,19,11,9,8,13,13,12,16,10,10,10,12,13,14,14,13,6,8,10,8,16,14,14,10,12
HOBBIES_2_009_CA_1_validation,HOBBIES_2_009,HOBBIES_2,HOBBIES,CA_1,CA,20,11,24,32,30,15,15,20,13,20,37,26,17,15,18,11,21,30,33,23,15,21,15,16,27,34,21,18,23,11,16,19,28,21,24,18,15,22,29,17,32,20,18,18,26,28,23,23,20,14,21,24,33,34,21,20,20,14,23,30,22,31,13,13,21,26,23,31,27,19,27,11,26,37,32,20,18,19,20,26,36,22,20,15,17,20,24,46,29,22,20,16,17,29,31,23,17,17,18,21,17,28,29,13,16,16,14,25,30,25,24,26,25,10,27,30,29,20,20,19,15,20,28,30,25,23,17,19,29,38,29,21,21,14,17,28,35,27,23,17,22,17,23,29,29,20,23,17,24,32,26,30,20,19,27,17,27,35,24,19,15,16,7,28,45,31,16,18,18,14,30,38,23,26,27,27,29,21,51,28,20,22,17,20,19,31,38,23,21,22,23,17,37,29,24,26,15,15,16,29,39,23,15,18,13,20,36,24,29,21,20,18,30,39,33,27,20,22,18,26,32,28,21,24,26,24,20,43,29,27,18,21,20,19,38,40,23,28,20,23,15,51,41,23,13,22,14,29,37,26,30,26,25,20,19,42,30,18,28,30,19,39,35,30,22,30,18,23,24,32,39,23,21,26,26,31,31,29,25,24,17,23,28,23,27,23,22,30,21,23,37,31,27,25,27,20,37,42,28,37,24,18,27,40,36,30,25,26,27,23,29,47,31,31,22,24,20,28,34,43,22,20,32,25,15,32,21,21,8,21,16,29,25,35,24,31,29,24,27,52,24,19,23,33,20,28,26,41,32,28,20,18,22,38,27,20,22,20,19,32,38,33,28,19,23
HOBBIES_2_010_CA_1_validation,HOBBIES_2_010,HOBBIES_2,HOBBIES,CA_1,CA,36,25,46,46,66,34,31,32,49,55,78,35,31,48,23,29,66,48,35,43,24,45,28,36,60,51,45,42,35,26,54,52,46,44,24,39,36,58,54,71,48,39,50,35,43,62,50,47,50,37,35,56,76,52,45,46,40,22,58,68,64,33,41,44,29,43,73,50,42,32,52,39,46,57,44,44,46,32,36,46,81,51,52,52,35,32,59,41,64,31,51,36,36,43,43,74,44,68,32,32,41,62,79,55,29,48,42,56,56,53,47,37,50,32,31,48,45,44,44,40,41,49,63,82,58,45,47,23,43,60,51,32,46,51,38,59,66,56,56,30,25,27,61,68,67,64,33,50,35,47,68,65,46,48,41,37,48,71,46,38,40,45,55,52,44,53,55,35,30,44,59,48,52,61,51,31,23,57,65,66,55,36,38,32,45,77,66,34,51,39,46,43,57,68,39,42,32,37,54,70,60,53,46,42,35,67,76,52,57,53,42,40,32,59,77,43,44,35,42,60,77,51,52,60,50,41,34,68,89,65,50,37,41,65,86,71,60,46,43,37,62,87,77,39,36,54,43,60,76,92,47,57,46,28,48,64,83,65,50,40,34,71,55,67,78,42,33,27,86,79,57,51,41,28,49,59,85,69,55,26,53,33,49,67,41,47,42,42,28,70,81,58,47,57,43,32,58,59,60,54,59,65,55,59,111,79,44,50,40,33,46,74,82,66,37,44,48,62,88,65,69,49,54,41,61,53,60,53,51,72,41,44,104,88,43,55,55,46,65,68,80,50,23,49,30,74,61,37,36,50,49,32,49,79,88,43,55,31,48,72,88,89,67,70,49
HOUSEHOLD_3_001_CA_1_validation,HOUSEHOLD_3_001,HOUSEHOLD_3,HOUSEHOLD,CA_1,CA,30,19,29,38,44,33,21,28,23,21,40,54,28,17,31,20,36,42,55,30,21,24,19,33,60,51,44,31,27,20,37,43,48,24,29,18,27,40,30,30,23,28,19,32,38,50,28,40,33,23,18,35,41,38,28,33,13,33,43,47,41,40,29,26,32,51,37,46,25,32,23,32,35,47,57,28,34,24,33,49,44,24,28,44,25,36,32,41,50,38,35,28,32,44,58,38,40,27,28,26,30,31,55,29,29,24,26,33,60,39,46,38,26,29,41,56,53,35,25,33,26,16,52,38,31,31,20,28,36,40,45,23,32,32,29,44,60,45,43,31,25,26,41,60,46,30,41,21,24,46,67,50,37,30,33,29,33,47,38,36,33,40,25,38,63,63,39,30,27,18,32,51,45,40,31,26,31,60,47,48,42,29,39,20,37,48,49,22,42,33,36,53,44,24,45,31,24,33,60,50,57,29,22,37,33,37,70,31,28,30,29,38,41,50,36,45,26,23,27,42,45,56,35,41,35,41,38,62,31,60,39,30,28,39,73,58,34,25,40,35,48,52,47,51,47,37,36,44,39,40,47,43,39,33,52,53,56,37,27,38,39,64,57,40,36,34,34,34,46,63,53,21,37,34,35,40,57,57,38,40,34,32,18,42,39,41,45,33,37,49,57,57,42,35,36,41,48,58,43,51,26,22,34,36,68,34,48,42,35,18,29,59,50,46,36,33,16,52,49,48,32,25,45,38,52,55,34,58,40,35,30,26,71,42,45,42,37,36,57,48,55,39,23,37,41,58,80,35,55,39,46,30,41,44,63,46,29,20,36,51,47,41,47,52,32
HOUSEHOLD_3_002_CA_1_validation,HOUSEHOLD_3_002,HOUSEHOLD_3,HOUSEHOLD,CA_1,CA,24,21,49,45,48,33,29,31,24,37,47,42,38,29,39,31,28,55,39,36,27,17,28,28,54,48,31,44,23,25,30,71,59,25,27,25,25,31,44,56,50,22,24,30,27,53,52,41,36,27,28,30,56,63,40,28,37,43,42,57,54,25,30,28,34,46,50,42,24,33,25,23,48,61,44,25,28,38,33,37,53,28,21,47,35,30,38,34,59,29,39,33,30,31,39,53,38,34,34,18,50,50,61,23,38,36,21,37,42,59,41,46,34,35,52,60,46,34,34,38,26,48,58,38,44,36,29,32,38,58,49,27,34,30,35,51,49,43,26,30,31,23,51,58,50,39,38,38,37,41,54,54,38,42,42,34,36,62,56,32,39,30,37,49,59,53,23,27,33,42,50,78,54,40,47,33,26,48,70,44,46,36,38,35,41,56,50,42,31,31,30,49,41,53,35,34,30,34,44,67,58,29,30,34,33,38,74,64,28,40,35,42,32,83,45,45,33,33,22,58,56,53,62,45,31,30,49,69,75,29,44,43,29,44,40,50,45,51,49,27,61,37,49,40,41,37,37,46,72,64,41,46,52,30,64,54,73,39,45,38,22,67,50,42,38,60,28,36,37,50,39,47,38,29,41,58,67,71,41,42,35,25,51,64,58,48,51,36,29,47,61,70,46,31,44,40,50,75,72,42,33,38,40,49,51,61,27,38,45,43,12,61,66,35,38,48,33,66,55,76,46,34,50,28,42,71,61,48,38,30,32,64,47,80,49,37,23,23,47,59,62,63,46,38,46,53,87,53,36,25,39,28,39,80,40,48,42,41,48,43,85,40,53,55,7
HOUSEHOLD_3_003_CA_1_validation,HOUSEHOLD_3_003,HOUSEHOLD_3,HOUSEHOLD,CA_1,CA,27,26,42,52,34,29,30,31,28,32,31,31,32,29,20,24,37,32,48,28,34,23,19,30,42,36,29,29,25,24,22,46,39,40,22,16,27,36,34,28,40,36,13,22,45,39,36,29,21,17,30,21,46,48,22,23,33,28,30,55,51,33,23,24,26,33,53,28,22,29,24,22,22,45,41,36,29,26,31,26,50,28,27,22,31,25,35,35,39,27,31,22,33,23,38,57,30,21,29,23,30,36,66,31,18,36,29,30,37,49,31,18,38,24,47,58,34,40,26,17,24,39,42,41,41,31,23,30,38,23,47,36,30,34,23,39,32,47,47,24,24,23,38,37,48,40,34,18,33,45,56,48,36,37,40,22,46,47,43,24,29,23,25,29,44,41,35,21,21,30,32,59,47,39,40,28,24,45,54,44,45,30,30,28,31,50,59,38,32,29,30,45,56,43,38,35,24,29,22,55,52,41,29,32,37,51,50,48,44,22,28,36,47,54,33,36,28,33,24,31,30,59,33,34,31,23,30,41,40,39,27,42,35,47,50,62,35,33,32,33,46,47,43,42,38,29,20,39,58,66,28,30,29,38,41,43,54,34,25,26,40,44,54,46,40,36,34,31,49,53,39,33,20,45,35,35,50,43,50,24,33,30,49,52,32,36,27,33,39,27,45,44,35,40,31,33,37,56,58,33,40,33,37,41,58,50,38,37,36,23,55,34,44,38,38,44,19,39,31,51,41,47,34,38,48,50,37,41,25,42,30,54,50,54,41,35,31,34,35,42,65,46,36,45,30,56,58,41,55,43,33,37,41,66,27,32,43,32,33,32,78,65,39,33,41
HOUSEHOLD_3_004_CA_1_validation,HOUSEHOLD_3_004,HOUSEHOLD_3,HOUSEHOLD,CA_1,CA,16,13,12,24,20,17,10,11,13,17,18,17,12,12,9,8,18,19,22,15,13,10,8,14,26,21,12,11,9,7,16,27,25,16,11,8,14,17,19,17,16,10,12,8,23,17,21,11,12,14,14,18,20,16,11,17,12,12,20,23,18,17,11,8,15,14,19,18,13,16,13,11,12,22,9,15,17,12,14,12,29,23,16,12,10,11,20,15,19,17,16,14,8,20,21,15,15,8,14,11,12,20,17,13,7,8,11,15,25,17,13,12,12,12,15,24,29,13,15,13,15,17,18,15,17,11,16,14,17,16,23,20,13,11,12,19,19,24,22,15,12,13,21,23,22,18,11,14,9,15,27,24,15,19,10,12,18,9,20,12,11,13,8,15,14,21,16,13,16,12,17,18,11,15,13,18,14,16,23,25,18,19,11,15,16,24,19,16,15,15,13,9,23,28,16,19,13,9,16,20,20,12,15,13,16,14,24,23,19,14,15,14,12,22,21,17,15,15,18,16,25,28,10,16,9,19,20,25,13,15,13,19,15,12,26,15,11,16,16,15,26,26,23,13,18,9,19,22,38,24,20,14,14,11,13,25,22,13,13,15,11,20,19,24,13,12,7,13,25,31,24,10,18,15,13,24,28,32,12,11,11,13,26,22,20,19,18,8,17,17,24,30,17,11,10,14,18,25,21,22,16,10,16,27,26,24,15,15,17,17,21,35,24,14,12,19,17,13,24,23,15,11,13,11,14,30,25,16,9,14,16,17,20,23,19,10,20,11,18,32,24,22,22,11,17,26,24,23,11,19,7,18,14,33,26,22,14,11,9,25,30,28,20,19,15
HOUSEHOLD_3_005_CA_1_validation,HOUSEHOLD_3_005,HOUSEHOLD_3,HOUSEHOLD,CA_1,CA,35,33,48,47,51,41,20,41,34,49,53,61,35,33,40,36,34,78,47,41,52,21,22,51,30,33,53,35,52,27,44,67,61,41,34,38,44,55,53,45,37,29,38,40,47,82,77,46,45,30,32,60,54,74,54,45,28,33,55,49,55,51,35,31,22,45,72,48,45,38,33,42,65,75,50,63,48,34,30,61,65,48,44,37,32,43,58,74,69,37,36,50,37,35,67,67,50,33,53,25,51,87,67,54,32,42,36,39,76,50,40,45,38,38,49,84,49,42,46,32,29,53,77,73,48,36,42,42,54,82,49,40,52,28,33,44,45,59,54,44,47,47,48,102,58,46,37,45,36,52,64,59,49,39,37,47,50,73,51,44,33,56,49,60,97,73,47,47,53,32,41,74,56,26,33,39,39,55,97,61,52,30,41,42,39,56,71,44,43,47,56,52,94,39,51,42,38,45,52,41,44,57,30,49,41,53,69,72,38,46,33,42,63,73,74,43,45,41,38,47,65,51,33,39,49,43,42,66,76,46,33,63,40,43,75,66,35,47,52,39,33,77,75,46,41,64,36,44,73,76,58,23,38,51,61,55,85,62,44,52,59,45,82,96,60,40,47,54,46,74,65,46,50,44,48,72,55,70,53,50,45,34,76,103,77,60,49,54,22,59,67,72,66,49,42,31,58,86,58,32,71,49,41,76,78,90,68,36,50,59,48,61,59,64,52,28,47,57,75,59,59,60,41,29,57,89,66,39,57,60,44,41,73,74,46,56,39,45,58,88,72,54,42,48,42,51,81,78,52,60,50,33,79,91,88,61,27,59,46,67,88,103,50,46,40
