date,store_id,sku,units,price,promo
2025-01-29,CA_2,FOODS_1_008,7,23.995,False
2025-01-29,CA_2,FOODS_1_009,38,22.53851851851852,False
2025-01-29,CA_2,FOODS_1_010,14,17.894444444444442,False
2025-01-29,CA_2,HOBBIES_2_001,5,18.879074074074076,False
2025-01-29,CA_2,HOBBIES_2_002,4,22.331666666666667,False
2025-01-29,CA_2,HOBBIES_2_003,9,20.5762962962963,False
2025-01-29,CA_2,HOBBIES_2_004,37,27.259814814814813,False
2025-01-29,CA_2,HOBBIES_2_005,4,27.282962962962962,False
2025-01-29,CA_2,HOBBIES_2_006,12,5.062037037037038,False
2025-01-29,CA_2,HOBBIES_2_007,20,22.57314814814815,False
2025-01-29,CA_2,HOBBIES_2_008,16,13.576296296296297,False
2025-01-29,CA_2,HOBBIES_2_009,21,15.21037037037037,False
2025-01-29,CA_2,HOBBIES_2_010,22,9.283148148148149,False
2025-01-29,CA_2,HOUSEHOLD_3_001,19,27.818333333333335,False
2025-01-29,CA_2,HOUSEHOLD_3_002,6,20.28851851851852,False
2025-01-29,CA_2,HOUSEHOLD_3_003,8,26.20462962962963,False
2025-01-29,CA_2,HOUSEHOLD_3_004,12,25.13851851851852,False
2025-01-29,CA_2,HOUSEHOLD_3_005,5,22.685555555555556,False
2025-01-29,CA_2,HOUSEHOLD_3_006,41,23.998333333333335,False
2025-01-29,CA_2,HOUSEHOLD_3_007,4,21.850740740740743,False
2025-01-29,CA_2,HOUSEHOLD_3_008,24,21.20240740740741,False
2025-01-29,CA_2,HOUSEHOLD_3_009,15,29.219814814814814,False
2025-01-29,CA_2,HOUSEHOLD_3_010,30,3.832222222222222,False
2025-01-29,TX_1,FOODS_1_001,5,20.885925925925925,False
2025-01-29,TX_1,FOODS_1_002,38,3.218888888888889,False
2025-01-29,TX_1,FOODS_1_003,22,24.212407407407408,False
2025-01-29,TX_1,FOODS_1_004,27,19.718333333333334,False
2025-01-29,TX_1,FOODS_1_005,17,11.757222222222222,False
2025-01-29,TX_1,FOODS_1_006,8,19.47037037037037,False
2025-01-29,TX_1,FOODS_1_007,33,5.111851851851852,False
2025-01-29,TX_1,FOODS_1_008,31,8.59462962962963,False
2025-01-29,TX_1,FOODS_1_009,42,2.2531481481481483,False
2025-01-29,TX_1,FOODS_1_010,34,15.181851851851853,False
2025-01-29,TX_1,HOBBIES_2_001,7,9.29,False
2025-01-29,TX_1,HOBBIES_2_002,4,21.686851851851856,False
2025-01-29,TX_1,HOBBIES_2_003,18,29.07777777777778,False
2025-01-29,TX_1,HOBBIES_2_004,37,28.576851851851853,False
2025-01-29,TX_1,HOBBIES_2_005,51,13.574814814814815,False
2025-01-29,TX_1,HOBBIES_2_006,41,24.74759259259259,False
2025-01-29,TX_1,HOBBIES_2_007,10,13.953888888888889,False
2025-01-29,TX_1,HOBBIES_2_008,14,8.12185185185185,False
2025-01-29,TX_1,HOBBIES_2_009,10,3.401666666666667,False
2025-01-29,TX_1,HOBBIES_2_010,27,9.668333333333335,False
2025-01-29,TX_1,HOUSEHOLD_3_001,14,24.88240740740741,False
2025-01-29,TX_1,HOUSEHOLD_3_002,26,3.478333333333333,False
2025-01-29,TX_1,HOUSEHOLD_3_003,28,28.135185185185183,False
2025-01-29,TX_1,HOUSEHOLD_3_004,11,22.323888888888888,False
2025-01-29,TX_1,HOUSEHOLD_3_005,15,15.144074074074073,False
2025-01-29,TX_1,HOUSEHOLD_3_006,29,11.387777777777776,False
2025-01-29,TX_1,HOUSEHOLD_3_007,20,4.054444444444444,False
2025-01-29,TX_1,HOUSEHOLD_3_008,31,14.771296296296295,False
2025-01-29,TX_1,HOUSEHOLD_3_009,13,24.388703703703705,False
2025-01-29,TX_1,HOUSEHOLD_3_010,40,2.326851851851852,False
2025-01-29,TX_2,FOODS_1_001,7,9.363888888888889,False
2025-01-29,TX_2,FOODS_1_002,15,27.130185185185184,False
2025-01-29,TX_2,FOODS_1_003,21,11.94074074074074,False
2025-01-29,TX_2,FOODS_1_004,5,8.901666666666667,False
2025-01-29,TX_2,FOODS_1_005,28,22.79962962962963,False
2025-01-29,TX_2,FOODS_1_006,34,10.313333333333333,False
2025-01-29,TX_2,FOODS_1_007,4,27.632962962962964,False
2025-01-29,TX_2,FOODS_1_008,25,9.718333333333335,False
2025-01-29,TX_2,FOODS_1_009,32,22.243333333333336,False
2025-01-29,TX_2,FOODS_1_010,32,19.45703703703704,False
2025-01-29,TX_2,HOBBIES_2_001,7,19.328518518518518,False
2025-01-29,TX_2,HOBBIES_2_002,28,9.664074074074074,False
2025-01-29,TX_2,HOBBIES_2_003,29,7.897037037037037,False
2025-01-29,TX_2,HOBBIES_2_004,29,14.704074074074073,False
2025-01-29,TX_2,HOBBIES_2_005,17,23.846666666666668,False
2025-01-29,TX_2,HOBBIES_2_006,19,10.098333333333334,False
2025-01-29,TX_2,HOBBIES_2_007,4,8.785925925925925,False
2025-01-29,TX_2,HOBBIES_2_008,32,17.835,False
2025-01-29,TX_2,HOBBIES_2_009,42,17.166666666666664,False
2025-01-29,TX_2,HOBBIES_2_010,32,8.791481481481481,False
2025-01-29,TX_2,HOUSEHOLD_3_001,34,9.008333333333333,False
2025-01-29,TX_2,HOUSEHOLD_3_002,38,18.856296296296296,False
2025-01-29,TX_2,HOUSEHOLD_3_003,10,29.01888888888889,False
2025-01-29,TX_2,HOUSEHOLD_3_004,7,25.27314814814815,False
2025-01-29,TX_2,HOUSEHOLD_3_005,17,18.904814814814817,False
2025-01-29,TX_2,HOUSEHOLD_3_006,12,16.712222222222223,False
2025-01-29,TX_2,HOUSEHOLD_3_007,34,7.45925925925926,False
2025-01-29,TX_2,HOUSEHOLD_3_008,36,9.532592592592593,False
2025-01-29,TX_2,HOUSEHOLD_3_009,16,9.866666666666665,False
2025-01-29,TX_2,HOUSEHOLD_3_010,6,9.961851851851852,False
2025-01-29,WI_1,FOODS_1_001,36,13.013333333333334,False
2025-01-29,WI_1,FOODS_1_002,4,21.45777777777778,False
2025-01-29,WI_1,FOODS_1_003,28,29.674444444444447,False
2025-01-29,WI_1,FOODS_1_004,45,21.910555555555554,False
2025-01-29,WI_1,FOODS_1_005,20,15.00111111111111,False
2025-01-29,WI_1,FOODS_1_006,16,23.563703703703705,False
2025-01-29,WI_1,FOODS_1_007,4,21.071851851851854,False
2025-01-29,WI_1,FOODS_1_008,43,2.9155555555555557,False
2025-01-29,WI_1,FOODS_1_009,15,5.0922222222222215,False
2025-01-29,WI_1,FOODS_1_010,33,29.765925925925924,False
2025-01-29,WI_1,HOBBIES_2_001,28,8.52037037037037,False
2025-01-29,WI_1,HOBBIES_2_002,10,26.07037037037037,False
2025-01-29,WI_1,HOBBIES_2_003,40,17.234074074074073,False
2025-01-29,WI_1,HOBBIES_2_004,8,12.73925925925926,False
2025-01-29,WI_1,HOBBIES_2_005,14,3.9292592592592595,False
2025-01-29,WI_1,HOBBIES_2_006,8,19.462777777777777,False
2025-01-29,WI_1,HOBBIES_2_007,8,17.77925925925926,False
2025-01-29,WI_1,HOBBIES_2_008,27,21.040925925925926,False
2025-01-29,WI_1,HOBBIES_2_009,13,10.697222222222221,False
2025-01-29,WI_1,HOBBIES_2_010,38,11.459629629629628,False
2025-01-29,WI_1,HOUSEHOLD_3_001,27,26.940925925925924,False
2025-01-29,WI_1,HOUSEHOLD_3_002,8,26.617037037037036,False
2025-01-29,WI_1,HOUSEHOLD_3_003,26,5.559444444444444,False
2025-01-29,WI_1,HOUSEHOLD_3_004,7,26.227777777777778,False
2025-01-29,WI_1,HOUSEHOLD_3_005,9,9.79,False
2025-01-29,WI_1,HOUSEHOLD_3_006,36,10.097222222222221,False
2025-01-29,WI_1,HOUSEHOLD_3_007,10,21.62962962962963,False
2025-01-29,WI_1,HOUSEHOLD_3_008,26,29.641481481481485,False
2025-01-29,WI_1,HOUSEHOLD_3_009,13,17.149814814814814,False
2025-01-29,WI_1,HOUSEHOLD_3_010,28,15.30111111111111,False
2025-01-30,CA_1,FOODS_1_001,6,17.691111111111113,False
2025-01-30,CA_1,FOODS_1_002,39,7.831111111111111,False
2025-01-30,CA_1,FOODS_1_003,6,13.34425925925926,False
2025-01-30,CA_1,FOODS_1_004,6,15.247222222222222,False
2025-01-30,CA_1,FOODS_1_005,24,12.164814814814815,False
2025-01-30,CA_1,FOODS_1_006,25,22.09777777777778,False
2025-01-30,CA_1,FOODS_1_007,27,4.805555555555555,False
2025-01-30,CA_1,FOODS_1_008,4,22.38074074074074,False
2025-01-30,CA_1,FOODS_1_009,16,7.220185185185185,False
2025-01-30,CA_1,FOODS_1_010,34,2.4346296296296295,False
2025-01-30,CA_1,HOBBIES_2_001,22,27.489074074074075,False
2025-01-30,CA_1,HOBBIES_2_002,15,21.032222222222224,False
2025-01-30,CA_1,HOBBIES_2_003,48,7.477592592592592,False
2025-01-30,CA_1,HOBBIES_2_004,4,17.156296296296293,False
2025-01-30,CA_1,HOBBIES_2_005,38,26.857407407407408,False
2025-01-30,CA_1,HOBBIES_2_006,28,16.012962962962963,False
2025-01-30,CA_1,HOBBIES_2_007,16,7.78111111111111,False
2025-01-30,CA_1,HOBBIES_2_008,7,20.90277777777778,False
2025-01-30,CA_1,HOBBIES_2_009,11,23.31351851851852,False
2025-01-30,CA_1,HOBBIES_2_010,25,28.296666666666667,False
2025-01-30,CA_1,HOUSEHOLD_3_001,19,26.859074074074076,False
2025-01-30,CA_1,HOUSEHOLD_3_002,21,8.303333333333333,False
2025-01-30,CA_1,HOUSEHOLD_3_003,26,10.659074074074075,False
2025-01-30,CA_1,HOUSEHOLD_3_004,13,9.302222222222222,False
2025-01-30,CA_1,HOUSEHOLD_3_005,33,11.196666666666667,False
2025-01-30,CA_1,HOUSEHOLD_3_006,2,14.55962962962963,False
2025-01-30,CA_1,HOUSEHOLD_3_007,16,3.650740740740741,False
2025-01-30,CA_1,HOUSEHOLD_3_008,15,5.8190740740740745,False
2025-01-30,CA_1,HOUSEHOLD_3_009,13,25.686666666666664,False
2025-01-30,CA_1,HOUSEHOLD_3_010,39,12.473703703703704,False
2025-01-30,CA_2,FOODS_1_001,29,17.99685185185185,False
2025-01-30,CA_2,FOODS_1_002,6,23.960740740740743,False
2025-01-30,CA_2,FOODS_1_003,26,29.471851851851852,False
2025-01-30,CA_2,FOODS_1_004,4,27.756666666666664,False
2025-01-30,CA_2,FOODS_1_005,18,11.397962962962962,False
2025-01-30,CA_2,FOODS_1_006,17,10.512037037037036,False
2025-01-30,CA_2,FOODS_1_007,29,5.280925925925926,False
2025-01-30,CA_2,FOODS_1_008,8,23.995,False
2025-01-30,CA_2,FOODS_1_009,37,22.53851851851852,False
2025-01-30,CA_2,FOODS_1_010,12,17.894444444444442,False
2025-01-30,CA_2,HOBBIES_2_001,5,18.879074074074076,False
2025-01-30,CA_2,HOBBIES_2_002,7,22.331666666666667,False
2025-01-30,CA_2,HOBBIES_2_003,8,20.5762962962963,False
2025-01-30,CA_2,HOBBIES_2_004,36,27.259814814814813,False
2025-01-30,CA_2,HOBBIES_2_005,5,27.282962962962962,False
2025-01-30,CA_2,HOBBIES_2_006,10,5.062037037037038,False
2025-01-30,CA_2,HOBBIES_2_007,26,22.57314814814815,False
2025-01-30,CA_2,HOBBIES_2_008,20,13.576296296296297,False
2025-01-30,CA_2,HOBBIES_2_009,23,15.21037037037037,False
2025-01-30,CA_2,HOBBIES_2_010,21,9.283148148148149,False
2025-01-30,CA_2,HOUSEHOLD_3_001,26,27.818333333333335,False
2025-01-30,CA_2,HOUSEHOLD_3_002,5,20.28851851851852,False
2025-01-30,CA_2,HOUSEHOLD_3_003,7,26.20462962962963,False
2025-01-30,CA_2,HOUSEHOLD_3_004,10,25.13851851851852,False
2025-01-30,CA_2,HOUSEHOLD_3_005,3,22.685555555555556,False
2025-01-30,CA_2,HOUSEHOLD_3_006,41,23.998333333333335,False
2025-01-30,CA_2,HOUSEHOLD_3_007,5,21.850740740740743,False
2025-01-30,CA_2,HOUSEHOLD_3_008,27,21.20240740740741,False
2025-01-30,CA_2,HOUSEHOLD_3_009,14,29.219814814814814,False
2025-01-30,CA_2,HOUSEHOLD_3_010,20,3.832222222222222,False
2025-01-30,TX_1,FOODS_1_001,3,20.885925925925925,False
2025-01-30,TX_1,FOODS_1_002,41,3.218888888888889,False
2025-01-30,TX_1,FOODS_1_003,25,24.212407407407408,False
2025-01-30,TX_1,FOODS_1_004,25,19.718333333333334,False
2025-01-30,TX_1,FOODS_1_005,22,11.757222222222222,False
2025-01-30,TX_1,FOODS_1_006,8,19.47037037037037,False
2025-01-30,TX_1,FOODS_1_007,30,5.111851851851852,False
2025-01-30,TX_1,FOODS_1_008,31,8.59462962962963,False
2025-01-30,TX_1,FOODS_1_009,23,2.2531481481481483,False
2025-01-30,TX_1,FOODS_1_010,36,15.181851851851853,False
2025-01-30,TX_1,HOBBIES_2_001,5,9.29,False
2025-01-30,TX_1,HOBBIES_2_002,4,21.686851851851856,False
2025-01-30,TX_1,HOBBIES_2_003,16,29.07777777777778,False
2025-01-30,TX_1,HOBBIES_2_004,34,28.576851851851853,False
2025-01-30,TX_1,HOBBIES_2_005,27,13.574814814814815,False
2025-01-30,TX_1,HOBBIES_2_006,48,24.74759259259259,False
2025-01-30,TX_1,HOBBIES_2_007,10,13.953888888888889,False
2025-01-30,TX_1,HOBBIES_2_008,16,8.12185185185185,False
2025-01-30,TX_1,HOBBIES_2_009,10,3.401666666666667,False
2025-01-30,TX_1,HOBBIES_2_010,25,9.668333333333335,False
2025-01-30,TX_1,HOUSEHOLD_3_001,13,24.88240740740741,False
2025-01-30,TX_1,HOUSEHOLD_3_002,21,3.478333333333333,False
2025-01-30,TX_1,HOUSEHOLD_3_003,19,28.135185185185183,False
2025-01-30,TX_1,HOUSEHOLD_3_004,5,22.323888888888888,False
2025-01-30,TX_1,HOUSEHOLD_3_005,20,15.144074074074073,False
2025-01-30,TX_1,HOUSEHOLD_3_006,29,11.387777777777776,False
2025-01-30,TX_1,HOUSEHOLD_3_007,16,4.054444444444444,False
2025-01-30,TX_1,HOUSEHOLD_3_008,24,14.771296296296295,False
2025-01-30,TX_1,HOUSEHOLD_3_009,12,24.388703703703705,False
2025-01-30,TX_1,HOUSEHOLD_3_010,18,2.326851851851852,False
2025-01-30,TX_2,FOODS_1_001,2,9.363888888888889,False
2025-01-30,TX_2,FOODS_1_002,11,27.130185185185184,False
2025-01-30,TX_2,FOODS_1_003,11,11.94074074074074,False
2025-01-30,TX_2,FOODS_1_004,3,8.901666666666667,False
2025-01-30,TX_2,FOODS_1_005,27,22.79962962962963,False
2025-01-30,TX_2,FOODS_1_006,19,10.313333333333333,False
2025-01-30,TX_2,FOODS_1_007,3,27.632962962962964,False
2025-01-30,TX_2,FOODS_1_008,18,9.718333333333335,False
2025-01-30,TX_2,FOODS_1_009,26,22.243333333333336,False
2025-01-30,TX_2,FOODS_1_010,35,19.45703703703704,False
2025-01-30,TX_2,HOBBIES_2_001,10,19.328518518518518,False
2025-01-30,TX_2,HOBBIES_2_002,31,9.664074074074074,False
2025-01-30,TX_2,HOBBIES_2_003,21,7.897037037037037,False
2025-01-30,TX_2,HOBBIES_2_004,27,14.704074074074073,False
2025-01-30,TX_2,HOBBIES_2_005,25,23.846666666666668,False
2025-01-30,TX_2,HOBBIES_2_006,26,10.098333333333334,False
2025-01-30,TX_2,HOBBIES_2_007,4,8.785925925925925,False
2025-01-30,TX_2,HOBBIES_2_008,29,17.835,False
2025-01-30,TX_2,HOBBIES_2_009,40,17.166666666666664,False
2025-01-30,TX_2,HOBBIES_2_010,33,8.791481481481481,False
2025-01-30,TX_2,HOUSEHOLD_3_001,32,9.008333333333333,False
2025-01-30,TX_2,HOUSEHOLD_3_002,45,18.856296296296296,False
2025-01-30,TX_2,HOUSEHOLD_3_003,7,29.01888888888889,False
2025-01-30,TX_2,HOUSEHOLD_3_004,11,25.27314814814815,False
2025-01-30,TX_2,HOUSEHOLD_3_005,25,18.904814814814817,False
2025-01-30,TX_2,HOUSEHOLD_3_006,12,16.712222222222223,False
2025-01-30,TX_2,HOUSEHOLD_3_007,15,7.45925925925926,False
2025-01-30,TX_2,HOUSEHOLD_3_008,22,9.532592592592593,False
2025-01-30,TX_2,HOUSEHOLD_3_009,10,9.866666666666665,False
2025-01-30,TX_2,HOUSEHOLD_3_010,6,9.961851851851852,False
2025-01-30,WI_1,FOODS_1_001,19,13.013333333333334,False
2025-01-30,WI_1,FOODS_1_002,5,21.45777777777778,False
2025-01-30,WI_1,FOODS_1_003,28,29.674444444444447,False
2025-01-30,WI_1,FOODS_1_004,46,21.910555555555554,False
2025-01-30,WI_1,FOODS_1_005,22,15.00111111111111,False
2025-01-30,WI_1,FOODS_1_006,15,23.563703703703705,False
2025-01-30,WI_1,FOODS_1_007,8,21.071851851851854,False
2025-01-30,WI_1,FOODS_1_008,27,2.9155555555555557,False
2025-01-30,WI_1,FOODS_1_009,11,5.0922222222222215,False
2025-01-30,WI_1,FOODS_1_010,27,29.765925925925924,False
2025-01-30,WI_1,HOBBIES_2_001,27,8.52037037037037,False
2025-01-30,WI_1,HOBBIES_2_002,13,26.07037037037037,False
2025-01-30,WI_1,HOBBIES_2_003,39,17.234074074074073,False
2025-01-30,WI_1,HOBBIES_2_004,9,12.73925925925926,False
2025-01-30,WI_1,HOBBIES_2_005,23,3.9292592592592595,False
2025-01-30,WI_1,HOBBIES_2_006,10,19.462777777777777,False
2025-01-30,WI_1,HOBBIES_2_007,8,17.77925925925926,False
2025-01-30,WI_1,HOBBIES_2_008,25,21.040925925925926,False
2025-01-30,WI_1,HOBBIES_2_009,13,10.697222222222221,False
2025-01-30,WI_1,HOBBIES_2_010,19,11.459629629629628,False
2025-01-30,WI_1,HOUSEHOLD_3_001,18,26.940925925925924,False
2025-01-30,WI_1,HOUSEHOLD_3_002,7,26.617037037037036,False
2025-01-30,WI_1,HOUSEHOLD_3_003,36,5.559444444444444,False
2025-01-30,WI_1,HOUSEHOLD_3_004,6,26.227777777777778,False
2025-01-30,WI_1,HOUSEHOLD_3_005,7,9.79,False
2025-01-30,WI_1,HOUSEHOLD_3_006,22,10.097222222222221,False
2025-01-30,WI_1,HOUSEHOLD_3_007,7,21.62962962962963,False
2025-01-30,WI_1,HOUSEHOLD_3_008,28,29.641481481481485,False
2025-01-30,WI_1,HOUSEHOLD_3_009,19,17.149814814814814,False
2025-01-30,WI_1,HOUSEHOLD_3_010,33,15.30111111111111,False
2025-01-31,CA_1,FOODS_1_001,15,17.691111111111113,False
2025-01-31,CA_1,FOODS_1_002,38,7.831111111111111,False
2025-01-31,CA_1,FOODS_1_003,10,13.34425925925926,False
2025-01-31,CA_1,FOODS_1_004,9,15.247222222222222,False
2025-01-31,CA_1,FOODS_1_005,35,12.164814814814815,False
2025-01-31,CA_1,FOODS_1_006,49,22.09777777777778,False
2025-01-31,CA_1,FOODS_1_007,42,4.805555555555555,False
2025-01-31,CA_1,FOODS_1_008,4,22.38074074074074,False
2025-01-31,CA_1,FOODS_1_009,27,7.220185185185185,False
2025-01-31,CA_1,FOODS_1_010,36,2.4346296296296295,False
2025-01-31,CA_1,HOBBIES_2_001,40,27.489074074074075,False
2025-01-31,CA_1,HOBBIES_2_002,39,21.032222222222224,False
2025-01-31,CA_1,HOBBIES_2_003,40,7.477592592592592,False
2025-01-31,CA_1,HOBBIES_2_004,8,17.156296296296293,False
2025-01-31,CA_1,HOBBIES_2_005,53,26.857407407407408,False
2025-01-31,CA_1,HOBBIES_2_006,45,16.012962962962963,False
2025-01-31,CA_1,HOBBIES_2_007,24,7.78111111111111,False
2025-01-31,CA_1,HOBBIES_2_008,10,20.90277777777778,False
2025-01-31,CA_1,HOBBIES_2_009,24,23.31351851851852,False
2025-01-31,CA_1,HOBBIES_2_010,46,28.296666666666667,False
2025-01-31,CA_1,HOUSEHOLD_3_001,29,26.859074074074076,False
2025-01-31,CA_1,HOUSEHOLD_3_002,49,8.303333333333333,False
2025-01-31,CA_1,HOUSEHOLD_3_003,42,10.659074074074075,False
2025-01-31,CA_1,HOUSEHOLD_3_004,12,9.302222222222222,False
2025-01-31,CA_1,HOUSEHOLD_3_005,48,11.196666666666667,False
2025-01-31,CA_1,HOUSEHOLD_3_006,5,14.55962962962963,False
2025-01-31,CA_1,HOUSEHOLD_3_007,20,3.650740740740741,False
2025-01-31,CA_1,HOUSEHOLD_3_008,12,5.8190740740740745,False
2025-01-31,CA_1,HOUSEHOLD_3_009,22,25.686666666666664,False
2025-01-31,CA_1,HOUSEHOLD_3_010,55,12.473703703703704,False
2025-01-31,CA_2,FOODS_1_001,47,17.99685185185185,False
2025-01-31,CA_2,FOODS_1_002,9,23.960740740740743,False
2025-01-31,CA_2,FOODS_1_003,37,29.471851851851852,False
2025-01-31,CA_2,FOODS_1_004,7,27.756666666666664,False
2025-01-31,CA_2,FOODS_1_005,10,11.397962962962962,False
2025-01-31,CA_2,FOODS_1_006,21,10.512037037037036,False
2025-01-31,CA_2,FOODS_1_007,37,5.280925925925926,False
2025-01-31,CA_2,FOODS_1_008,12,23.995,False
2025-01-31,CA_2,FOODS_1_009,49,22.53851851851852,False
2025-01-31,CA_2,FOODS_1_010,17,17.894444444444442,False
2025-01-31,CA_2,HOBBIES_2_001,7,18.879074074074076,False
2025-01-31,CA_2,HOBBIES_2_002,7,22.331666666666667,False
2025-01-31,CA_2,HOBBIES_2_003,11,20.5762962962963,False
2025-01-31,CA_2,HOBBIES_2_004,33,27.259814814814813,False
2025-01-31,CA_2,HOBBIES_2_005,6,27.282962962962962,False
2025-01-31,CA_2,HOBBIES_2_006,14,5.062037037037038,False
2025-01-31,CA_2,HOBBIES_2_007,23,22.57314814814815,False
2025-01-31,CA_2,HOBBIES_2_008,18,13.576296296296297,False
2025-01-31,CA_2,HOBBIES_2_009,39,15.21037037037037,False
2025-01-31,CA_2,HOBBIES_2_010,25,9.283148148148149,False
2025-01-31,CA_2,HOUSEHOLD_3_001,33,27.818333333333335,False
2025-01-31,CA_2,HOUSEHOLD_3_002,8,20.28851851851852,False
2025-01-31,CA_2,HOUSEHOLD_3_003,14,26.20462962962963,False
2025-01-31,CA_2,HOUSEHOLD_3_004,21,25.13851851851852,False
2025-01-31,CA_2,HOUSEHOLD_3_005,6,22.685555555555556,False
2025-01-31,CA_2,HOUSEHOLD_3_006,53,23.998333333333335,False
2025-01-31,CA_2,HOUSEHOLD_3_007,5,21.850740740740743,False
2025-01-31,CA_2,HOUSEHOLD_3_008,32,21.20240740740741,False
2025-01-31,CA_2,HOUSEHOLD_3_009,21,29.219814814814814,False
2025-01-31,CA_2,HOUSEHOLD_3_010,27,3.832222222222222,False
2025-01-31,TX_1,FOODS_1_001,5,20.885925925925925,False
2025-01-31,TX_1,FOODS_1_002,56,3.218888888888889,False
2025-01-31,TX_1,FOODS_1_003,23,24.212407407407408,False
2025-01-31,TX_1,FOODS_1_004,37,19.718333333333334,False
2025-01-31,TX_1,FOODS_1_005,26,11.757222222222222,False
2025-01-31,TX_1,FOODS_1_006,10,19.47037037037037,False
2025-01-31,TX_1,FOODS_1_007,51,5.111851851851852,False
2025-01-31,TX_1,FOODS_1_008,39,8.59462962962963,False
2025-01-31,TX_1,FOODS_1_009,57,2.2531481481481483,False
2025-01-31,TX_1,FOODS_1_010,32,15.181851851851853,False
2025-01-31,TX_1,HOBBIES_2_001,9,9.29,False
2025-01-31,TX_1,HOBBIES_2_002,2,21.686851851851856,False
2025-01-31,TX_1,HOBBIES_2_003,21,29.07777777777778,False
2025-01-31,TX_1,HOBBIES_2_004,41,28.576851851851853,False
2025-01-31,TX_1,HOBBIES_2_005,30,13.574814814814815,False
2025-01-31,TX_1,HOBBIES_2_006,50,24.74759259259259,False
2025-01-31,TX_1,HOBBIES_2_007,12,13.953888888888889,False
2025-01-31,TX_1,HOBBIES_2_008,14,8.12185185185185,False
2025-01-31,TX_1,HOBBIES_2_009,15,3.401666666666667,False
2025-01-31,TX_1,HOBBIES_2_010,36,9.668333333333335,False
2025-01-31,TX_1,HOUSEHOLD_3_001,18,24.88240740740741,False
2025-01-31,TX_1,HOUSEHOLD_3_002,20,3.478333333333333,False
2025-01-31,TX_1,HOUSEHOLD_3_003,20,28.135185185185183,False
2025-01-31,TX_1,HOUSEHOLD_3_004,11,22.323888888888888,False
2025-01-31,TX_1,HOUSEHOLD_3_005,27,15.144074074074073,False
2025-01-31,TX_1,HOUSEHOLD_3_006,35,11.387777777777776,False
2025-01-31,TX_1,HOUSEHOLD_3_007,31,4.054444444444444,False
2025-01-31,TX_1,HOUSEHOLD_3_008,29,14.771296296296295,False
2025-01-31,TX_1,HOUSEHOLD_3_009,17,24.388703703703705,False
2025-01-31,TX_1,HOUSEHOLD_3_010,46,2.326851851851852,False
2025-01-31,TX_2,FOODS_1_001,7,9.363888888888889,False
2025-01-31,TX_2,FOODS_1_002,14,27.130185185185184,False
2025-01-31,TX_2,FOODS_1_003,20,11.94074074074074,False
2025-01-31,TX_2,FOODS_1_004,7,8.901666666666667,False
2025-01-31,TX_2,FOODS_1_005,40,22.79962962962963,False
2025-01-31,TX_2,FOODS_1_006,53,10.313333333333333,False
